ocean,name,date,time,rating,lat,long,wind_speed,pressure
AL111988,               JOA,19881021,0, HU,11.5,80.3,75,972
AL111988,               JOA,19881021,600, HU,11.5,80.7,90,970
AL111988,               JOA,19881021,1200, HU,11.6,81.2,100,964
AL111988,               JOA,19881021,1800, HU,11.8,81.8,110,952
AL111988,               JOA,19881022,0, HU,11.9,82.5,120,937
AL111988,               JOA,19881022,600, HU,11.9,83.2,125,932
AL111988,               JOA,19881022,1000, HU,11.9,83.7,125,932
AL111988,               JOA,19881022,1200, HU,11.9,83.9,120,936
AL111988,               JOA,19881022,1800, HU,12,85,70,983
AL111988,               JOA,19881023,0, TS,12.1,85.9,55,993
AL111988,               JOA,19881023,600, TS,12.2,86.8,45,1000
AL121988,              KEITH,19881117,1800, TD,14.9,74.3,30,1008
AL121988,              KEITH,19881118,0, TD,15,75.5,30,1008
AL121988,              KEITH,19881118,600, TD,15,76.5,30,1008
AL121988,              KEITH,19881118,1200, TD,15,77.7,30,1008
AL121988,              KEITH,19881118,1800, TD,15,79,30,1008
AL121988,              KEITH,19881119,0, TD,15,79.9,30,1007
AL121988,              KEITH,19881119,600, TD,15.1,80.4,30,1007
AL121988,              KEITH,19881119,1200, TD,15.2,81.2,30,1007
AL121988,              KEITH,19881119,1800, TD,15.5,81.8,30,1006
AL121988,              KEITH,19881120,0, TD,15.8,82.6,30,1005
AL121988,              KEITH,19881120,600, TS,16.3,83.4,35,1004
AL121988,              KEITH,19881120,1200, TS,17.8,84.5,40,1002
AL121988,              KEITH,19881120,1800, TS,19.1,85.4,45,997
AL121988,              KEITH,19881121,0, TS,19.8,86.1,60,985
AL121988,              KEITH,19881121,600, TS,20.7,86.6,60,993
AL121988,              KEITH,19881121,800, TS,21.2,86.8,60,993
AL121988,              KEITH,19881121,1200, TS,21.8,87,60,993
AL121988,              KEITH,19881121,1800, TS,22.4,87.2,60,990
AL121988,              KEITH,19881122,0, TS,23.1,87,60,993
AL121988,              KEITH,19881122,600, TS,23.8,86.8,55,995
AL121988,              KEITH,19881122,1200, TS,24.4,86.2,55,995
AL121988,              KEITH,19881122,1800, TS,25.5,85.1,55,993
AL121988,              KEITH,19881123,0, TS,26.5,84.2,55,994
AL121988,              KEITH,19881123,600, TS,27.3,82.8,55,995
AL121988,              KEITH,19881123,700, TS,27.3,82.6,55,995
AL121988,              KEITH,19881123,1200, TS,27.9,81.3,35,999
AL121988,              KEITH,19881123,1800, TS,28.9,79.8,40,998
AL121988,              KEITH,19881124,0, TS,29.7,77.7,50,995
AL121988,              KEITH,19881124,600, TS,31,75.2,55,992
AL121988,              KEITH,19881124,1200, TS,32.5,70.5,60,990
AL121988,              KEITH,19881124,1800, EX,34,66,55,985
AL121988,              KEITH,19881125,0, EX,36,60,50,982
AL121988,              KEITH,19881125,600, EX,39,54,50,976
AL121988,              KEITH,19881125,1200, EX,40,49,50,964
AL121988,              KEITH,19881125,1800, EX,44,45,55,960
AL121988,              KEITH,19881126,0, EX,48,43,65,950
AL121988,              KEITH,19881126,600, EX,52,42,65,945
AL121988,              KEITH,19881126,1200, EX,52.5,44,65,945
AL121988,              KEITH,19881126,1800, EX,52,46,65,950
AL131988,            UAMED,19880531,1200, TD,20.3,84.7,25,-999
AL131988,            UAMED,19880531,1800, TD,21,84,25,-999
AL131988,            UAMED,19880601,0, TD,21,84,25,-999
AL131988,            UAMED,19880601,600, TD,21.4,83.6,25,-999
AL131988,            UAMED,19880601,1200, TD,21.5,83.4,25,-999
AL131988,            UAMED,19880601,1800, TD,22.5,82.5,25,-999
AL131988,            UAMED,19880602,0, TD,23,82,25,-999
AL131988,            UAMED,19880602,600, TD,24,81,20,-999
AL131988,            UAMED,19880602,1200, TD,25,80,20,-999
AL141988,            UAMED,19880813,0, TD,25,74.5,30,-999
AL141988,            UAMED,19880813,600, TD,25.2,75.3,30,-999
AL141988,            UAMED,19880813,1200, TD,27,78,30,-999
AL141988,            UAMED,19880813,1800, TD,28.5,78,30,-999
AL141988,            UAMED,19880814,0, TD,30.5,79.5,30,-999
AL141988,            UAMED,19880814,600, TD,30.5,81.3,30,-999
AL141988,            UAMED,19880814,1200, TD,30.5,82,30,-999
AL151988,            UAMED,19880820,1200, TD,13,21,25,-999
AL151988,            UAMED,19880820,1800, TD,13,21.3,25,-999
AL151988,            UAMED,19880821,0, TD,13,21.6,25,-999
AL151988,            UAMED,19880821,600, TD,13.5,21.9,30,-999
AL151988,            UAMED,19880821,1200, TD,14.3,22,30,-999
AL151988,            UAMED,19880821,1800, TD,15.1,22.5,30,-999
AL151988,            UAMED,19880822,0, TD,16,23,25,-999
AL151988,            UAMED,19880822,600, TD,16.7,23.9,30,-999
AL151988,            UAMED,19880822,1200, TD,17.3,24.8,30,-999
AL151988,            UAMED,19880822,1800, TD,17.9,25.6,30,-999
AL151988,            UAMED,19880823,0, TD,18.5,26.5,30,-999
AL151988,            UAMED,19880823,600, TD,18.9,27.7,30,-999
AL151988,            UAMED,19880823,1200, TD,19.3,29,30,-999
AL151988,            UAMED,19880823,1800, TD,19.7,30.3,30,-999
AL151988,            UAMED,19880824,0, TD,20,31.5,30,-999
AL151988,            UAMED,19880824,600, TD,20.3,32.8,30,-999
AL151988,            UAMED,19880824,1200, TD,20.5,34.2,30,-999
AL151988,            UAMED,19880824,1800, TD,20.8,35.6,30,-999
AL151988,            UAMED,19880825,0, TD,21,37,30,-999
AL151988,            UAMED,19880825,600, TD,21.5,38.2,30,-999
AL151988,            UAMED,19880825,1200, TD,22,40.3,30,-999
AL151988,            UAMED,19880825,1800, TD,22.5,41.9,30,-999
AL151988,            UAMED,19880826,0, TD,23,43.5,30,-999
AL151988,            UAMED,19880826,600, V,23.5,45.4,15,-999
AL151988,            UAMED,19880826,1200, V,24,47.3,15,-999
AL151988,            UAMED,19880826,1800, V,24.5,49.2,15,-999
AL151988,            UAMED,19880827,0, V,25,51.1,15,-999
AL151988,            UAMED,19880827,600, V,25.5,53,15,-999
AL151988,            UAMED,19880827,1200, V,26,54.9,15,-999
AL151988,            UAMED,19880827,1800, V,26.5,56.8,15,-999
AL151988,            UAMED,19880828,0, V,27.1,58.7,15,-999
AL151988,            UAMED,19880828,600, V,27.7,60.6,15,-999
AL151988,            UAMED,19880828,1200, V,28.3,62.5,15,-999
AL151988,            UAMED,19880828,1800, V,28.9,64.4,15,-999
AL151988,            UAMED,19880829,0, V,29.5,66.3,15,-999
AL151988,            UAMED,19880829,600, V,30.1,68.2,15,-999
AL151988,            UAMED,19880829,1200, V,30.7,70.1,15,-999
AL151988,            UAMED,19880829,1800, TD,31.5,72,20,-999
AL151988,            UAMED,19880830,0, TD,33.5,72.5,30,-999
AL151988,            UAMED,19880830,600, TD,35.5,72.5,30,-999
AL151988,            UAMED,19880830,1200, TD,37.5,71,30,-999
AL151988,            UAMED,19880830,1800, TD,38.5,69.5,30,-999
AL151988,            UAMED,19880831,0, TD,39.5,67.5,30,-999
AL151988,            UAMED,19880831,600, TD,41.3,64.5,30,-999
AL151988,            UAMED,19880831,1200, TD,43,62,30,-999
AL161988,            UAMED,19880820,1800, TD,12.5,60.7,25,-999
AL161988,            UAMED,19880821,0, TD,12.7,61.5,25,-999
AL161988,            UAMED,19880821,600, TD,13,63.5,30,-999
AL161988,            UAMED,19880821,1200, TD,13.5,65.5,25,-999
AL161988,            UAMED,19880821,1800, TD,13.7,66.5,25,-999
AL161988,            UAMED,19880822,0, TD,14.2,67.7,25,-999
AL161988,            UAMED,19880822,600, TD,14,69,25,-999
AL161988,            UAMED,19880822,1200, TD,14.5,70.5,30,-999
AL161988,            UAMED,19880822,1800, TD,15,74,30,-999
AL161988,            UAMED,19880823,0, TD,15.5,75.4,30,-999
AL161988,            UAMED,19880823,600, TD,15,76.5,30,-999
AL161988,            UAMED,19880823,1200, TD,14.3,79,25,-999
AL161988,            UAMED,19880823,1800, TD,15,80,25,-999
AL161988,            UAMED,19880824,0, TD,15.5,81.8,25,-999
AL161988,            UAMED,19880824,600, TD,16.2,83.7,25,-999
AL161988,            UAMED,19880824,1200, TD,16,85.1,25,-999
AL171988,            UAMED,19880904,0, TD,28,93.5,30,-999
AL171988,            UAMED,19880904,600, TD,28,92.5,25,-999
AL181988,            UAMED,19880927,1800, TD,11.5,20.6,25,-999
AL181988,            UAMED,19880928,0, TD,12.1,21.3,25,-999
AL181988,            UAMED,19880928,600, TD,11.1,24.8,25,-999
AL181988,            UAMED,19880928,1200, TD,12,26.5,25,-999
AL181988,            UAMED,19880928,1800, TD,12,27.6,25,-999
AL181988,            UAMED,19880929,0, TD,12,28.8,25,-999
AL191988,            UAMED,19881019,1800, TD,12.9,72.7,25,-999
AL191988,            UAMED,19881020,0, TD,13,72.7,30,-999
AL191988,            UAMED,19881020,600, TD,13.5,71.4,30,-999
AL191988,            UAMED,19881020,1200, TD,14.2,71.2,30,-999
AL191988,            UAMED,19881020,1800, TD,14.2,71.2,30,-999
AL191988,            UAMED,19881021,0, TD,13.2,71.4,30,-999
AL191988,            UAMED,19881021,600, TD,13.8,71.6,25,-999
AL191988,            UAMED,19881021,1200, TD,14.4,72,25,-999
AL191988,            UAMED,19881021,1800, TD,14.3,72.7,25,-999
AL011989,            UAMED,19890615,1800, TD,20.7,94.3,25,-999
AL011989,            UAMED,19890616,0, TD,20.9,94,25,-999
AL011989,            UAMED,19890616,600, TD,20.9,93.9,25,-999
AL011989,            UAMED,19890616,1200, TD,20.6,93.8,25,-999
AL011989,            UAMED,19890616,1800, TD,20.1,93.7,25,-999
AL011989,            UAMED,19890617,0, TD,19.6,93.6,25,-999
AL011989,            UAMED,19890617,600, TD,19.2,93.7,25,-999
AL021989,            ALLISO,19890624,1800, TD,27,96,30,1008
AL021989,            ALLISO,19890625,0, TD,27,96,30,1006
AL021989,            ALLISO,19890625,600, TD,27.2,96,30,1005
AL021989,            ALLISO,19890625,1200, TD,27.4,95.9,30,1005
AL021989,            ALLISO,19890625,1800, TD,27.6,95.8,30,1005
AL021989,            ALLISO,19890626,0, TS,27.8,95.8,35,1004
AL021989,            ALLISO,19890626,600, TS,28.1,95.8,35,1004
AL021989,            ALLISO,19890626,1200, TS,28.6,95.7,40,1003
AL021989,            ALLISO,19890626,1300, TS,28.7,95.7,40,1002
AL021989,            ALLISO,19890626,1800, TS,29.1,95.7,45,1001
AL021989,            ALLISO,19890627,0, TS,29.7,95.7,45,999
AL021989,            ALLISO,19890627,600, TS,30.2,95.3,35,1000
AL021989,            ALLISO,19890627,1200, TD,30.6,94.9,30,1002
AL021989,            ALLISO,19890627,1800, TD,30.9,94.6,30,1004
AL021989,            ALLISO,19890628,0, EX,31.1,94.2,30,1004
AL021989,            ALLISO,19890628,600, EX,31.1,93.9,30,1005
AL021989,            ALLISO,19890628,1200, EX,31,93.7,30,1006
AL021989,            ALLISO,19890628,1800, EX,30.6,93.8,25,1007
AL021989,            ALLISO,19890629,0, EX,30.5,94.2,25,1008
AL021989,            ALLISO,19890629,600, EX,30.3,94.6,25,1008
AL021989,            ALLISO,19890629,1200, EX,30.1,95,25,1008
AL021989,            ALLISO,19890629,1800, EX,29.8,95.2,25,1008
AL021989,            ALLISO,19890630,0, EX,29.6,95.3,20,1009
AL021989,            ALLISO,19890630,600, EX,29.7,95.7,20,1010
AL021989,            ALLISO,19890630,1200, EX,30.4,95.7,20,1011
AL021989,            ALLISO,19890630,1800, EX,31.1,95.5,20,1010
AL021989,            ALLISO,19890701,0, EX,31.8,95.1,20,1010
AL021989,            ALLISO,19890701,600, EX,32.3,94.5,20,1010
AL021989,            ALLISO,19890701,1200, EX,32.8,93.8,20,1010
AL031989,              BARRY,19890709,1800, TD,12.8,37.8,25,1015
AL031989,              BARRY,19890710,0, TD,13,39.9,25,1015
AL031989,              BARRY,19890710,600, TD,13.9,42.1,25,1014
AL031989,              BARRY,19890710,1200, TD,15,44.6,30,1013
AL031989,              BARRY,19890710,1800, TD,16.3,46.9,30,1013
AL031989,              BARRY,19890711,0, TS,17.7,48.2,35,1012
AL031989,              BARRY,19890711,600, TS,18.8,49.2,40,1011
AL031989,              BARRY,19890711,1200, TS,19.8,50.4,40,1010
AL031989,              BARRY,19890711,1800, TS,20.7,51.8,40,1007
AL031989,              BARRY,19890712,0, TS,21.4,53.1,45,1005
AL031989,              BARRY,19890712,600, TS,22.1,53.9,45,1005
AL031989,              BARRY,19890712,1200, TS,22.8,54.4,45,1005
AL031989,              BARRY,19890712,1800, TS,23.5,54.9,40,1008
AL031989,              BARRY,19890713,0, TS,23.8,55.4,40,1012
AL031989,              BARRY,19890713,600, TS,24,56,35,1014
AL031989,              BARRY,19890713,1200, TS,23.9,56.6,35,1016
AL031989,              BARRY,19890713,1800, TD,23.7,57.4,30,1017
AL031989,              BARRY,19890714,0, TD,23.3,58.1,30,1018
AL041989,            CHATAL,19890730,1200, TD,22.5,90,20,1011
AL041989,            CHATAL,19890730,1800, TD,23.5,90.2,25,1010
AL041989,            CHATAL,19890731,0, TD,24.4,90.5,30,1009
AL041989,            CHATAL,19890731,600, TS,25.4,91,35,1004
AL041989,            CHATAL,19890731,1200, TS,26.2,91.7,50,995
AL041989,            CHATAL,19890731,1800, TS,27.1,92.2,55,993
AL041989,            CHATAL,19890801,0, HU,27.9,92.8,65,991
AL041989,            CHATAL,19890801,600, HU,28.7,93.5,70,987
AL041989,            CHATAL,19890801,1200, HU,29.5,94.3,70,984
AL041989,            CHATAL,19890801,1300, HU,29.6,94.4,70,986
AL041989,            CHATAL,19890801,1800, TS,30.2,95.2,50,993
AL041989,            CHATAL,19890802,0, TS,30.8,96.1,35,1000
AL041989,            CHATAL,19890802,600, TD,31.5,96.9,25,1004
AL041989,            CHATAL,19890802,1200, TD,32.3,97.5,20,1007
AL041989,            CHATAL,19890802,1800, TD,33.3,98,20,1008
AL041989,            CHATAL,19890803,0, TD,34.5,98.5,20,1009
AL051989,               DEA,19890731,600, TD,14.8,41.8,25,1010
AL051989,               DEA,19890731,1200, TD,15,44.1,25,1009
AL051989,               DEA,19890731,1800, TD,15.1,46,30,1008
AL051989,               DEA,19890801,0, TD,15.4,47.6,30,1006
AL051989,               DEA,19890801,600, TS,15.8,49.3,35,1004
AL051989,               DEA,19890801,1200, TS,16.1,51.1,40,1002
AL051989,               DEA,19890801,1800, TS,16.4,52.9,45,1000
AL051989,               DEA,19890802,0, TS,16.6,54.6,50,998
AL051989,               DEA,19890802,600, TS,16.9,56.4,60,996
AL051989,               DEA,19890802,1200, HU,17.3,58.1,65,994
AL051989,               DEA,19890802,1800, HU,17.9,59.5,70,992
AL051989,               DEA,19890803,0, HU,18.5,60.7,70,990
AL051989,               DEA,19890803,600, HU,18.9,61.7,70,987
AL051989,               DEA,19890803,1200, HU,19.3,62.7,75,985
AL051989,               DEA,19890803,1800, HU,19.7,63.4,75,985
AL051989,               DEA,19890804,0, HU,20.1,63.8,75,986
AL051989,               DEA,19890804,600, HU,20.4,63.9,75,986
AL051989,               DEA,19890804,1200, HU,20.9,63.9,75,985
AL051989,               DEA,19890804,1800, HU,21.6,63.8,75,984
AL051989,               DEA,19890805,0, HU,22.5,63.8,75,983
AL051989,               DEA,19890805,600, HU,23.5,63.8,75,983
AL051989,               DEA,19890805,1200, HU,24.7,63.9,75,980
AL051989,               DEA,19890805,1800, HU,26,64,75,980
AL051989,               DEA,19890806,0, HU,27.6,64.3,75,979
AL051989,               DEA,19890806,600, HU,29.2,64.6,80,978
AL051989,               DEA,19890806,1200, HU,30.8,65,80,975
AL051989,               DEA,19890806,1800, HU,32.4,65.1,85,971
AL051989,               DEA,19890807,0, HU,34,64.9,90,968
AL051989,               DEA,19890807,600, HU,35.6,64.5,90,969
AL051989,               DEA,19890807,1200, HU,37.5,64,85,979
AL051989,               DEA,19890807,1800, HU,39.4,63.4,80,972
AL051989,               DEA,19890808,0, HU,41.7,62.1,75,975
AL051989,               DEA,19890808,600, HU,44.1,59.7,65,978
AL051989,               DEA,19890808,1200, TS,46.5,56.5,55,991
AL051989,               DEA,19890808,1300, TS,46.9,55.9,55,991
AL051989,               DEA,19890808,1800, TS,48.8,53.2,45,995
AL051989,               DEA,19890809,0, TS,50.8,48.1,40,1000
AL051989,               DEA,19890809,600, TS,51.8,41.9,35,1003
AL061989,            UAMED,19890808,1800, TD,15.8,20.8,25,-999
AL061989,            UAMED,19890809,0, TD,15.8,19.9,25,-999
AL061989,            UAMED,19890809,600, TD,15.7,19.1,25,-999
AL061989,            UAMED,19890809,1200, TD,15.7,18.4,25,-999
AL061989,            UAMED,19890809,1800, TD,15.7,17.8,25,-999
AL061989,            UAMED,19890810,0, TD,15.6,17.4,25,-999
AL061989,            UAMED,19890810,600, TD,15.6,17.1,25,-999
AL061989,            UAMED,19890810,1200, TD,15.6,16.9,25,-999
AL061989,            UAMED,19890810,1800, TD,15.6,16.8,25,-999
AL061989,            UAMED,19890811,0, TD,15.6,16.9,25,-999
AL061989,            UAMED,19890811,600, TD,15.6,17.1,25,-999
AL061989,            UAMED,19890811,1200, TD,15.6,17.4,25,-999
AL061989,            UAMED,19890811,1800, TD,15.7,17.9,25,-999
AL061989,            UAMED,19890812,0, TD,15.7,18.5,25,-999
AL061989,            UAMED,19890812,600, TD,15.8,19.2,25,-999
AL061989,            UAMED,19890812,1200, TD,15.8,20.1,25,-999
AL061989,            UAMED,19890812,1800, TD,15.9,21.1,25,-999
AL061989,            UAMED,19890813,0, TD,16.1,22.8,25,-999
AL061989,            UAMED,19890813,600, TD,16.4,25.3,25,-999
AL061989,            UAMED,19890813,1200, TD,16.6,28.5,25,-999
AL061989,            UAMED,19890813,1800, TD,16.5,31.4,25,-999
AL061989,            UAMED,19890814,0, TD,16.2,33.6,25,-999
AL061989,            UAMED,19890814,600, TD,15.7,35.3,25,-999
AL061989,            UAMED,19890814,1200, TD,15,36.5,25,-999
AL061989,            UAMED,19890814,1800, TD,14.4,37.7,25,-999
AL061989,            UAMED,19890815,0, TD,14.4,39.3,25,-999
AL061989,            UAMED,19890815,600, TD,15,41.1,25,-999
AL061989,            UAMED,19890815,1200, TD,15.4,42.7,25,-999
AL061989,            UAMED,19890815,1800, TD,15.6,44,25,-999
AL061989,            UAMED,19890816,0, TD,15.8,45.4,25,-999
AL061989,            UAMED,19890816,600, TD,16,47.2,25,-999
AL061989,            UAMED,19890816,1200, TD,16.1,49.2,30,-999
AL061989,            UAMED,19890816,1800, TD,16.5,51.1,30,-999
AL061989,            UAMED,19890817,0, TD,17.1,52.5,30,-999
AL061989,            UAMED,19890817,600, TD,17.6,53.8,25,-999
AL061989,            UAMED,19890817,1200, TD,17.7,55.1,25,-999
AL071989,               ERI,19890818,0, TD,14.3,22.4,25,1012
AL071989,               ERI,19890818,600, TD,15.2,23.8,25,1012
AL071989,               ERI,19890818,1200, TD,16.2,25.2,25,1011
AL071989,               ERI,19890818,1800, TD,17,26.5,30,1010
AL071989,               ERI,19890819,0, TD,17.4,27.8,30,1009
AL071989,               ERI,19890819,600, TD,17.7,29.4,30,1008
AL071989,               ERI,19890819,1200, TD,18.1,31.1,30,1007
AL071989,               ERI,19890819,1800, TS,18.5,32.7,35,1005
AL071989,               ERI,19890820,0, TS,19.1,34.3,35,1004
AL071989,               ERI,19890820,600, TS,19.6,35.6,40,1003
AL071989,               ERI,19890820,1200, TS,20.1,36.9,40,1002
AL071989,               ERI,19890820,1800, TS,20.6,38.3,40,1001
AL071989,               ERI,19890821,0, TS,21.1,39.7,45,1000
AL071989,               ERI,19890821,600, TS,22,41.1,45,998
AL071989,               ERI,19890821,1200, TS,23.3,42.1,45,997
AL071989,               ERI,19890821,1800, TS,24.7,42.8,50,994
AL071989,               ERI,19890822,0, TS,26.2,43.3,55,992
AL071989,               ERI,19890822,600, TS,27.6,43.8,60,989
AL071989,               ERI,19890822,1200, HU,28.8,44.5,65,986
AL071989,               ERI,19890822,1800, HU,29.7,45.2,70,983
AL071989,               ERI,19890823,0, HU,30.3,45.9,70,981
AL071989,               ERI,19890823,600, HU,30.9,46.3,75,979
AL071989,               ERI,19890823,1200, HU,31.5,46.2,80,977
AL071989,               ERI,19890823,1800, HU,32,46,80,975
AL071989,               ERI,19890824,0, HU,32.6,45.6,85,973
AL071989,               ERI,19890824,600, HU,33.3,45.2,85,971
AL071989,               ERI,19890824,1200, HU,34.1,44.5,90,970
AL071989,               ERI,19890824,1800, HU,35.1,43.6,90,969
AL071989,               ERI,19890825,0, HU,36.3,42.4,90,968
AL071989,               ERI,19890825,600, HU,37.6,41.1,90,969
AL071989,               ERI,19890825,1200, HU,39,39.7,90,971
AL071989,               ERI,19890825,1800, HU,40.6,38.3,85,973
AL071989,               ERI,19890826,0, HU,42.3,37.2,80,976
AL071989,               ERI,19890826,600, HU,44.4,36.2,75,980
AL071989,               ERI,19890826,1200, HU,47,35.1,70,983
AL071989,               ERI,19890826,1800, HU,49.5,33.5,65,986
AL071989,               ERI,19890827,0, TS,51.9,31.8,60,991
AL081989,              FELIX,19890826,0, TD,16.8,21,25,1009
AL081989,              FELIX,19890826,600, TD,16.9,21.7,30,1008
AL081989,              FELIX,19890826,1200, TD,17,22.2,30,1007
AL081989,              FELIX,19890826,1800, TS,17.2,22.9,35,1005
AL081989,              FELIX,19890827,0, TS,17.4,23.5,35,1003
AL081989,              FELIX,19890827,600, TS,17.8,23.9,40,1001
AL081989,              FELIX,19890827,1200, TS,18.2,24,45,1000
AL081989,              FELIX,19890827,1800, TS,18.7,24.3,50,998
AL081989,              FELIX,19890828,0, TS,19.1,24.6,50,996
AL081989,              FELIX,19890828,600, TS,19.7,24.8,55,995
AL081989,              FELIX,19890828,1200, TS,20,24.9,50,995
AL081989,              FELIX,19890828,1800, TS,20.5,24.9,50,995
AL081989,              FELIX,19890829,0, TS,20.8,25.3,45,1000
AL081989,              FELIX,19890829,600, TS,21.1,26,35,1001
AL081989,              FELIX,19890829,1200, TS,21.4,26.9,35,1005
AL081989,              FELIX,19890829,1800, TD,21.9,27.8,30,1006
AL081989,              FELIX,19890830,0, TD,22.5,28.7,30,1008
AL081989,              FELIX,19890830,600, TD,23.4,29.7,30,1009
AL081989,              FELIX,19890830,1200, TD,24.2,31,30,1009
AL081989,              FELIX,19890830,1800, TD,25.1,32.4,30,1010
AL081989,              FELIX,19890831,0, TD,26.3,34,30,1010
AL081989,              FELIX,19890831,600, TD,27.6,35.6,30,1010
AL081989,              FELIX,19890831,1200, TD,28.9,37.1,30,1010
AL081989,              FELIX,19890831,1800, TD,29.7,38.6,30,1010
AL081989,              FELIX,19890901,0, TD,30.5,39.7,30,1009
AL081989,              FELIX,19890901,600, TD,31.1,41.1,30,1009
AL081989,              FELIX,19890901,1200, TD,31.8,40.8,30,1009
AL081989,              FELIX,19890901,1800, TD,32.2,40.9,30,1009
AL081989,              FELIX,19890902,0, TD,32.7,40.9,30,1008
AL081989,              FELIX,19890902,600, TD,33,40.9,30,1008
AL081989,              FELIX,19890902,1200, TD,33.1,41,30,1008
AL081989,              FELIX,19890902,1800, TD,33.2,41.3,30,1008
AL081989,              FELIX,19890903,0, TS,33.2,41.8,35,1005
AL081989,              FELIX,19890903,600, TS,33.4,42.3,35,1005
AL081989,              FELIX,19890903,1200, TS,33.5,42.9,35,1005
AL081989,              FELIX,19890903,1800, TS,33.8,43.9,35,1005
AL081989,              FELIX,19890904,0, TS,34,45.2,40,1004
AL081989,              FELIX,19890904,600, TS,34.3,46.3,40,1003
AL081989,              FELIX,19890904,1200, TS,34.9,47.5,45,1002
AL081989,              FELIX,19890904,1800, TS,35.3,48.1,45,1000
AL081989,              FELIX,19890905,0, TS,35.7,48.8,55,995
AL081989,              FELIX,19890905,600, HU,36,48.7,65,988
AL081989,              FELIX,19890905,1200, HU,36.3,48.6,70,982
AL081989,              FELIX,19890905,1800, HU,36.7,48.3,75,979
AL081989,              FELIX,19890906,0, HU,36.9,48.2,75,979
AL081989,              FELIX,19890906,600, HU,37.2,48.1,75,979
AL081989,              FELIX,19890906,1200, HU,37.4,48,70,982
AL081989,              FELIX,19890906,1800, HU,37.6,47.9,70,984
AL081989,              FELIX,19890907,0, HU,38,47.8,65,988
AL081989,              FELIX,19890907,600, TS,38.5,47.7,60,990
AL081989,              FELIX,19890907,1200, TS,39.3,47.6,55,992
AL081989,              FELIX,19890907,1800, TS,40.4,47,50,994
AL081989,              FELIX,19890908,0, TS,41.3,46.7,50,995
AL081989,              FELIX,19890908,600, TS,42.4,45.8,45,998
AL081989,              FELIX,19890908,1200, TS,43.6,44.8,45,1000
AL081989,              FELIX,19890908,1800, TS,45,42.8,40,1002
AL081989,              FELIX,19890909,0, TS,46.5,40.5,35,1005
AL081989,              FELIX,19890909,600, EX,46.5,38,40,1002
AL081989,              FELIX,19890909,1200, EX,46.5,35.5,40,1000
AL081989,              FELIX,19890909,1800, EX,45.5,33.5,45,997
AL081989,              FELIX,19890910,0, EX,44.5,31.5,50,995
AL081989,              FELIX,19890910,600, EX,43.5,30.2,50,995
AL081989,              FELIX,19890910,1200, EX,42.5,29,50,995
AL091989,            UAMED,19890827,600, TD,13,48.2,20,-999
AL091989,            UAMED,19890827,1200, TD,13,49.1,25,-999
AL091989,            UAMED,19890827,1800, TD,13.1,50.3,25,-999
AL091989,            UAMED,19890828,0, TD,13.2,51.4,25,-999
AL091989,            UAMED,19890828,600, TD,13.5,52.4,25,-999
AL091989,            UAMED,19890828,1200, TD,13.8,53.4,25,-999
AL101989,          GABRIELLE,19890830,1200, TD,11.6,21,25,1011
AL101989,          GABRIELLE,19890830,1800, TD,11.3,23,30,1009
AL101989,          GABRIELLE,19890831,0, TS,11.3,24.8,35,1005
AL101989,          GABRIELLE,19890831,600, TS,11.4,26.5,35,1005
AL101989,          GABRIELLE,19890831,1200, TS,11.5,28.3,45,1000
AL101989,          GABRIELLE,19890831,1800, TS,11.5,30,55,994
AL101989,          GABRIELLE,19890901,0, HU,11.5,31.7,65,987
AL101989,          GABRIELLE,19890901,600, HU,11.8,33.4,65,987
AL101989,          GABRIELLE,19890901,1200, HU,12.3,35.1,65,987
AL101989,          GABRIELLE,19890901,1800, HU,12.8,36.8,65,987
AL101989,          GABRIELLE,19890902,0, HU,13.4,38.6,75,980
AL101989,          GABRIELLE,19890902,600, HU,13.9,40.3,80,977
AL101989,          GABRIELLE,19890902,1200, HU,14.4,42,85,974
AL101989,          GABRIELLE,19890902,1800, HU,14.8,43.8,90,970
AL101989,          GABRIELLE,19890903,0, HU,15.2,45.5,95,966
AL101989,          GABRIELLE,19890903,600, HU,15.6,47.2,100,960
AL101989,          GABRIELLE,19890903,1200, HU,16.1,48.8,105,948
AL101989,          GABRIELLE,19890903,1800, HU,16.5,50.3,105,937
AL101989,          GABRIELLE,19890903,2046, HU,16.8,50.9,105,935
AL101989,          GABRIELLE,19890904,0, HU,17,51.5,105,937
AL101989,          GABRIELLE,19890904,600, HU,17.4,52.7,110,940
AL101989,          GABRIELLE,19890904,1200, HU,18,53.8,115,942
AL101989,          GABRIELLE,19890904,1800, HU,18.6,54.8,120,942
AL101989,          GABRIELLE,19890905,0, HU,19.3,55.7,125,944
AL101989,          GABRIELLE,19890905,600, HU,19.9,56.5,125,941
AL101989,          GABRIELLE,19890905,1200, HU,20.6,57.2,125,941
AL101989,          GABRIELLE,19890905,1800, HU,21.4,57.8,125,941
AL101989,          GABRIELLE,19890906,0, HU,22.2,58.3,125,944
AL101989,          GABRIELLE,19890906,600, HU,23.1,58.8,120,942
AL101989,          GABRIELLE,19890906,1200, HU,24,59.3,120,944
AL101989,          GABRIELLE,19890906,1800, HU,25.1,59.8,120,944
AL101989,          GABRIELLE,19890907,0, HU,26.4,60,120,943
AL101989,          GABRIELLE,19890907,600, HU,27.7,60,105,948
AL101989,          GABRIELLE,19890907,1200, HU,29,59.9,95,950
