ocean,name,date,time,rating,lat,long,wind_speed,pressure
AL121975,            UAMED,19750914,1800, TD,40,54,20,-999
AL131975,             ELOISE,19750913,600, TD,17.5,54.1,25,-999
AL131975,             ELOISE,19750913,1200, TD,17.6,55.2,25,1009
AL131975,             ELOISE,19750913,1800, TD,17.7,56.3,25,1009
AL131975,             ELOISE,19750914,0, TD,17.8,57.3,25,1009
AL131975,             ELOISE,19750914,600, TD,17.9,58.3,25,1009
AL131975,             ELOISE,19750914,1200, TD,18,59.4,25,1009
AL131975,             ELOISE,19750914,1800, TD,18.1,60.5,25,1009
AL131975,             ELOISE,19750915,0, TD,18.3,61.7,25,1009
AL131975,             ELOISE,19750915,600, TD,18.5,62.8,25,1009
AL131975,             ELOISE,19750915,1200, TD,18.8,63.8,30,1007
AL131975,             ELOISE,19750915,1800, TD,18.9,64.8,30,1007
AL131975,             ELOISE,19750916,0, TS,19,65.6,35,1007
AL131975,             ELOISE,19750916,600, TS,19.2,66.7,45,1007
AL131975,             ELOISE,19750916,1200, TS,19.4,67.5,55,1002
AL131975,             ELOISE,19750916,1800, HU,19.5,68.4,65,1002
AL131975,             ELOISE,19750917,0, HU,19.6,69.2,65,997
AL131975,             ELOISE,19750917,600, TS,19.7,70.2,60,1000
AL131975,             ELOISE,19750917,1200, TS,19.7,71.2,55,1000
AL131975,             ELOISE,19750917,1800, TS,19.8,72.2,50,1000
AL131975,             ELOISE,19750918,0, TS,19.9,73.3,45,1000
AL131975,             ELOISE,19750918,600, TS,19.9,74.5,45,1000
AL131975,             ELOISE,19750918,1200, TS,19.9,75.7,40,1000
AL131975,             ELOISE,19750918,1800, TS,20,77,40,1000
AL131975,             ELOISE,19750919,0, TS,20,78.2,35,1000
AL131975,             ELOISE,19750919,600, TS,19.9,79.1,35,1000
AL131975,             ELOISE,19750919,1200, TS,19.9,79.8,35,1000
AL131975,             ELOISE,19750919,1800, TS,19.8,81,35,1000
AL131975,             ELOISE,19750920,0, TS,19.8,82.2,35,1000
AL131975,             ELOISE,19750920,600, TS,19.8,83.4,35,1000
AL131975,             ELOISE,19750920,1200, TS,19.9,84.6,35,1006
AL131975,             ELOISE,19750920,1800, TS,20,85.5,35,1006
AL131975,             ELOISE,19750921,0, TS,20.2,86.4,40,1001
AL131975,             ELOISE,19750921,600, TS,20.8,87.1,45,1001
AL131975,             ELOISE,19750921,1200, TS,21.4,87.8,50,1001
AL131975,             ELOISE,19750921,1800, TS,22.4,88.5,55,995
AL131975,             ELOISE,19750922,0, TS,23.6,88.9,60,995
AL131975,             ELOISE,19750922,600, HU,24.8,89.4,65,993
AL131975,             ELOISE,19750922,1200, HU,25.8,89.5,75,986
AL131975,             ELOISE,19750922,1800, HU,26.5,89.4,85,980
AL131975,             ELOISE,19750923,0, HU,27.3,88.5,95,968
AL131975,             ELOISE,19750923,600, HU,28.4,87.3,105,958
AL131975,             ELOISE,19750923,1200, HU,30.2,86.3,110,955
AL131975,             ELOISE,19750923,1800, TS,33,85.7,55,982
AL131975,             ELOISE,19750924,0, TD,35.5,84.3,30,999
AL131975,             ELOISE,19750924,600, EX,36.5,83.5,20,1004
AL131975,             ELOISE,19750924,1200, EX,37,82.5,20,1004
AL131975,             ELOISE,19750924,1800, EX,37.5,81.5,20,1004
AL141975,               FAYE,19750918,600, TD,17.5,33.5,25,-999
AL141975,               FAYE,19750918,1200, TD,17.8,34.4,25,-999
AL141975,               FAYE,19750918,1800, TD,18.3,35.3,25,-999
AL141975,               FAYE,19750919,0, TD,19,36.4,25,-999
AL141975,               FAYE,19750919,600, TD,19.6,37.6,30,-999
AL141975,               FAYE,19750919,1200, TS,20,39,35,-999
AL141975,               FAYE,19750919,1800, TS,20.4,40.2,40,-999
AL141975,               FAYE,19750920,0, TS,20.5,41.3,40,-999
AL141975,               FAYE,19750920,600, TS,20.5,42.7,40,-999
AL141975,               FAYE,19750920,1200, TS,20.3,44,40,-999
AL141975,               FAYE,19750920,1800, TS,20.2,45.3,40,-999
AL141975,               FAYE,19750921,0, TS,20.3,46.2,40,-999
AL141975,               FAYE,19750921,600, TS,20.3,47,40,-999
AL141975,               FAYE,19750921,1200, TS,20.3,47.8,40,-999
AL141975,               FAYE,19750921,1800, TS,20.4,48.5,35,-999
AL141975,               FAYE,19750922,0, TS,20.5,49.3,35,-999
AL141975,               FAYE,19750922,600, TS,20.5,50,35,-999
AL141975,               FAYE,19750922,1200, TS,20.4,50.8,35,-999
AL141975,               FAYE,19750922,1800, TS,20.4,51.5,35,-999
AL141975,               FAYE,19750923,0, TS,20.4,52.2,35,-999
AL141975,               FAYE,19750923,600, TS,20.3,53.4,35,-999
AL141975,               FAYE,19750923,1200, TD,20.4,54.6,30,-999
AL141975,               FAYE,19750923,1800, TD,20.6,55.8,30,-999
AL141975,               FAYE,19750924,0, TD,20.8,56.5,30,-999
AL141975,               FAYE,19750924,600, TD,21.5,57.1,25,-999
AL141975,               FAYE,19750924,1200, TD,22.4,57,25,-999
AL141975,               FAYE,19750924,1800, TD,23,56.9,25,1005
AL141975,               FAYE,19750925,0, TD,23.8,57.2,30,1005
AL141975,               FAYE,19750925,600, TS,24.2,58.1,35,1005
AL141975,               FAYE,19750925,1200, TS,24.8,58.8,45,999
AL141975,               FAYE,19750925,1800, TS,25.5,59.4,60,993
AL141975,               FAYE,19750926,0, HU,26.5,60,65,990
AL141975,               FAYE,19750926,600, HU,27.9,60.9,70,988
AL141975,               FAYE,19750926,1200, HU,29.6,62,75,985
AL141975,               FAYE,19750926,1800, HU,31,63.1,85,985
AL141975,               FAYE,19750927,0, HU,32.7,64.2,90,985
AL141975,               FAYE,19750927,600, HU,34.4,65.2,90,979
AL141975,               FAYE,19750927,1200, HU,36.1,65.7,90,982
AL141975,               FAYE,19750927,1800, HU,37.4,65,90,985
AL141975,               FAYE,19750928,0, HU,38.4,63.7,85,985
AL141975,               FAYE,19750928,600, HU,39.8,60.5,80,985
AL141975,               FAYE,19750928,1200, HU,41,57.1,75,979
AL141975,               FAYE,19750928,1800, HU,42.3,52,75,977
AL141975,               FAYE,19750929,0, HU,42.8,46,70,977
AL141975,               FAYE,19750929,600, HU,42.9,40,65,977
AL141975,               FAYE,19750929,1200, EX,43,34,60,-999
AL151975,             GLADYS,19750922,1800, TD,10.3,34.8,25,1012
AL151975,             GLADYS,19750923,0, TD,10.6,35.8,25,1012
AL151975,             GLADYS,19750923,600, TD,11,36.7,25,1012
AL151975,             GLADYS,19750923,1200, TD,11.4,37.4,25,1012
AL151975,             GLADYS,19750923,1800, TD,11.7,38.2,30,1010
AL151975,             GLADYS,19750924,0, TD,12.1,38.8,30,1010
AL151975,             GLADYS,19750924,600, TD,12.4,39.6,30,1010
AL151975,             GLADYS,19750924,1200, TD,12.9,40,30,1010
AL151975,             GLADYS,19750924,1800, TS,13.5,40.4,35,1005
AL151975,             GLADYS,19750925,0, TS,14.2,41,40,1005
AL151975,             GLADYS,19750925,600, TS,14.8,42,50,1000
AL151975,             GLADYS,19750925,1200, TS,15.4,43,60,1000
AL151975,             GLADYS,19750925,1800, HU,15.8,44,65,990
AL151975,             GLADYS,19750926,0, HU,16.2,45,65,990
AL151975,             GLADYS,19750926,600, HU,16.4,46.1,65,990
AL151975,             GLADYS,19750926,1200, HU,16.6,47.7,65,990
AL151975,             GLADYS,19750926,1800, HU,16.8,49.3,65,990
AL151975,             GLADYS,19750927,0, HU,17.1,50.7,65,990
AL151975,             GLADYS,19750927,600, HU,17.6,52.2,65,990
AL151975,             GLADYS,19750927,1200, HU,18.2,53.7,65,990
AL151975,             GLADYS,19750927,1800, HU,18.8,55.1,65,990
AL151975,             GLADYS,19750928,0, HU,19.4,56.4,65,992
AL151975,             GLADYS,19750928,600, HU,19.6,57.4,65,992
AL151975,             GLADYS,19750928,1200, HU,19.8,58.2,65,1000
AL151975,             GLADYS,19750928,1800, HU,20.3,59.3,65,998
AL151975,             GLADYS,19750929,0, HU,21.2,60.3,65,995
AL151975,             GLADYS,19750929,600, HU,22.1,61.4,70,990
AL151975,             GLADYS,19750929,1200, HU,23,62.6,70,990
AL151975,             GLADYS,19750929,1800, HU,23.6,63.9,75,985
AL151975,             GLADYS,19750930,0, HU,24.1,65.2,80,975
AL151975,             GLADYS,19750930,600, HU,24.6,66.5,80,975
AL151975,             GLADYS,19750930,1200, HU,25.1,67.9,80,975
AL151975,             GLADYS,19750930,1800, HU,25.6,69.3,80,975
AL151975,             GLADYS,19751001,0, HU,26.1,70.6,80,975
AL151975,             GLADYS,19751001,600, HU,26.8,71.7,80,975
AL151975,             GLADYS,19751001,1200, HU,27.9,72.4,80,975
AL151975,             GLADYS,19751001,1800, HU,29.4,73,90,969
AL151975,             GLADYS,19751002,0, HU,31,73,100,954
AL151975,             GLADYS,19751002,600, HU,32.9,72.1,110,942
AL151975,             GLADYS,19751002,1200, HU,35.3,69.8,120,939
AL151975,             GLADYS,19751002,1800, HU,37.8,67,120,939
AL151975,             GLADYS,19751003,0, HU,40.8,62.6,110,950
AL151975,             GLADYS,19751003,600, HU,43.7,57,85,960
AL151975,             GLADYS,19751003,1200, HU,46.6,50.6,85,960
AL151975,             GLADYS,19751003,1800, EX,50.5,45.5,75,975
AL151975,             GLADYS,19751004,0, EX,55,40,65,980
AL161975,            UAMED,19750925,1200, TD,19,84,20,-999
AL161975,            UAMED,19750925,1800, TD,19,84.2,25,-999
AL161975,            UAMED,19750926,0, TD,18.9,84.5,25,-999
AL161975,            UAMED,19750926,600, TD,18.8,84.8,25,-999
AL161975,            UAMED,19750926,1200, TD,18.8,85,25,-999
AL161975,            UAMED,19750926,1800, TD,18.6,85.4,25,-999
AL161975,            UAMED,19750927,0, TD,18.4,85.8,25,-999
AL161975,            UAMED,19750927,600, TD,18.2,86.1,25,-999
AL161975,            UAMED,19750927,1200, TD,18,86.5,25,-999
AL161975,            UAMED,19750927,1800, TD,18,86.8,25,-999
AL161975,            UAMED,19750928,0, TD,18,87,25,-999
AL161975,            UAMED,19750928,600, TD,18,87.2,25,-999
AL161975,            UAMED,19750928,1200, TD,18,87.5,25,-999
AL161975,            UAMED,19750928,1800, TD,18,87.8,25,-999
AL161975,            UAMED,19750929,0, TD,18,88,25,-999
AL161975,            UAMED,19750929,600, TD,18,88.2,20,-999
AL161975,            UAMED,19750929,1200, TD,18,88.5,-99,-999
AL171975,            UAMED,19751003,1200, TD,28,33,20,-999
AL171975,            UAMED,19751003,1800, TD,28.9,34.2,25,-999
AL171975,            UAMED,19751004,0, TD,29.8,35.5,25,-999
AL171975,            UAMED,19751004,600, TD,30.7,36.8,25,-999
AL171975,            UAMED,19751004,1200, TD,31.5,38,25,-999
AL171975,            UAMED,19751004,1800, TD,32.1,37.6,25,-999
AL171975,            UAMED,19751005,0, TD,32.8,37.2,25,-999
AL171975,            UAMED,19751005,600, TD,33.4,36.8,25,-999
AL171975,            UAMED,19751005,1200, TD,34,36.5,20,-999
AL181975,            UAMED,19751014,1200, TD,21,92,20,-999
AL181975,            UAMED,19751014,1800, TD,21.6,92.5,25,-999
AL181975,            UAMED,19751015,0, TD,22.2,93,25,-999
AL181975,            UAMED,19751015,600, TD,22.8,93.5,30,-999
AL181975,            UAMED,19751015,1200, TD,23.5,94,30,-999
AL181975,            UAMED,19751015,1800, TD,24.4,93.8,30,-999
AL181975,            UAMED,19751016,0, TD,25.3,93.5,30,-999
AL181975,            UAMED,19751016,600, TD,26.2,93.2,30,-999
AL181975,            UAMED,19751016,1200, TD,27,93,30,-999
AL181975,            UAMED,19751016,1800, TD,27.8,92.4,30,-999
AL181975,            UAMED,19751017,0, TD,28.5,91.5,25,-999
AL181975,            UAMED,19751017,600, TD,29.2,90.7,25,-999
AL181975,            UAMED,19751017,1200, TD,30,90,-99,-999
AL191975,             HALLIE,19751024,1800, SD,29.1,79.3,30,1006
AL191975,             HALLIE,19751025,0, SD,28.8,79,30,1006
AL191975,             HALLIE,19751025,600, SD,29.4,79.4,30,1006
AL191975,             HALLIE,19751025,1200, SD,30,79.7,30,1006
AL191975,             HALLIE,19751025,1800, SD,30.2,79.8,30,1006
AL191975,             HALLIE,19751026,0, SD,30.5,79.9,30,1006
AL191975,             HALLIE,19751026,600, TD,30.9,80.1,30,1006
AL191975,             HALLIE,19751026,1200, TD,31.8,79.6,30,1005
AL191975,             HALLIE,19751026,1800, TS,32.5,78.7,35,1003
AL191975,             HALLIE,19751027,0, TS,33.5,77.5,45,1002
AL191975,             HALLIE,19751027,600, TS,34.5,75.5,45,1002
AL191975,             HALLIE,19751027,1200, TS,35.7,73.8,45,1004
AL191975,             HALLIE,19751027,1800, EX,36.4,72.6,40,1006
AL191975,             HALLIE,19751028,0, EX,36.9,71.4,35,1008
AL201975,            UAMED,19751027,1200, TD,13,81,20,-999
AL201975,            UAMED,19751027,1800, TD,13.6,82.5,25,-999
AL201975,            UAMED,19751028,0, TD,14.3,82.5,25,-999
AL201975,            UAMED,19751028,600, TD,14.9,83.2,25,-999
AL201975,            UAMED,19751028,1200, TD,15.5,84,25,-999
AL201975,            UAMED,19751028,1800, TD,15.7,84.9,25,-999
AL201975,            UAMED,19751029,0, TD,15.8,85,25,-999
AL201975,            UAMED,19751029,600, TD,15.9,86.6,25,-999
AL201975,            UAMED,19751029,1200, TD,16,87.5,25,-999
AL201975,            UAMED,19751029,1800, TD,16,88.5,-99,-999
AL211975,            UAMED,19751108,1200, TD,16.5,85,25,-999
AL211975,            UAMED,19751108,1800, TD,17,85.2,25,-999
AL211975,            UAMED,19751109,0, TD,17.5,85.8,30,-999
AL211975,            UAMED,19751109,600, TD,18,86.2,30,-999
AL211975,            UAMED,19751109,1200, TD,18.5,86.5,30,-999
AL211975,            UAMED,19751109,1800, TD,19.6,86.7,30,-999
AL211975,            UAMED,19751110,0, TD,20.8,86.8,30,-999
AL211975,            UAMED,19751110,600, TD,21.4,86.9,30,-999
AL211975,            UAMED,19751110,1200, TD,23,87,30,-999
AL211975,            UAMED,19751110,1800, TD,23.2,87.9,30,-999
AL211975,            UAMED,19751111,0, TD,23.5,88.8,30,-999
AL211975,            UAMED,19751111,600, TD,23.8,89.6,30,-999
AL211975,            UAMED,19751111,1200, TD,24,90.5,25,-999
AL211975,            UAMED,19751111,1800, TD,23.2,91,25,-999
AL211975,            UAMED,19751112,0, TD,22.5,91.5,25,-999
AL211975,            UAMED,19751112,600, TD,21.7,91.2,20,-999
AL211975,            UAMED,19751112,1200, TD,21,91,20,-999
AL211975,            UAMED,19751112,1800, TD,20.3,90.5,-99,-999
AL221975,            UAMED,19751129,1200, TD,25,52,20,-999
AL221975,            UAMED,19751129,1800, TD,26.2,51.1,25,-999
AL221975,            UAMED,19751130,0, TD,26.5,50.2,25,-999
AL221975,            UAMED,19751130,600, TD,27.2,49.4,25,-999
AL221975,            UAMED,19751130,1200, TD,28,48.5,25,-999
AL221975,            UAMED,19751130,1800, TD,28.5,48.9,25,-999
AL221975,            UAMED,19751201,0, TD,29,48.8,25,-999
AL221975,            UAMED,19751201,600, TD,29.5,48.9,20,-999
AL221975,            UAMED,19751201,1200, TD,30,49,20,-999
AL231975,            UAMED,19751209,1200, SS,41.6,42.9,35,997
AL231975,            UAMED,19751209,1800, SS,41.1,43,40,-999
AL231975,            UAMED,19751210,0, SS,40.4,43.1,45,-999
AL231975,            UAMED,19751210,600, SS,39.6,43.2,55,-999
AL231975,            UAMED,19751210,1200, SS,38.3,43.4,60,992
AL231975,            UAMED,19751210,1800, SS,36.5,43.7,55,-999
AL231975,            UAMED,19751211,0, SS,34.5,44,50,-999
AL231975,            UAMED,19751211,600, SS,32.5,43.7,45,-999
AL231975,            UAMED,19751211,1200, SS,30.5,42.9,40,-999
AL231975,            UAMED,19751211,1800, SS,28.7,41.9,40,985
AL231975,            UAMED,19751212,0, SS,27.4,40.5,35,-999
AL231975,            UAMED,19751212,600, SS,26.9,38.2,35,-999
AL231975,            UAMED,19751212,1200, SD,27,36,30,1000
AL231975,            UAMED,19751212,1800, SD,27.5,35,30,-999
AL231975,            UAMED,19751213,0, SD,28.5,34.6,30,1005
AL231975,            UAMED,19751213,600, SD,30.2,34.4,30,-999
AL231975,            UAMED,19751213,1200, SD,32.5,34.5,25,1008
AL011976,            UAMED,19760521,1200, SD,24,89,20,1010
AL011976,            UAMED,19760521,1800, SD,24.8,89.6,20,1009
AL011976,            UAMED,19760522,0, SD,25.4,90,25,1006
AL011976,            UAMED,19760522,600, SD,26,90.5,25,1005
AL011976,            UAMED,19760522,1200, SD,27,90.8,30,1004
AL011976,            UAMED,19760522,1800, SD,26.5,90.5,30,1002
AL011976,            UAMED,19760523,0, SS,26.3,89,35,1001
AL011976,            UAMED,19760523,600, SS,27,88,35,999
AL011976,            UAMED,19760523,1200, SS,28.5,86,40,998
AL011976,            UAMED,19760523,1800, SS,29.8,84,40,998
AL011976,            UAMED,19760524,0, SS,31,82,40,998
AL011976,            UAMED,19760524,600, SS,31.8,80,40,998
AL011976,            UAMED,19760524,1200, SS,32.8,78,45,996
AL011976,            UAMED,19760524,1800, SS,33.5,76,45,994
AL011976,            UAMED,19760525,0, SS,34,74,45,994
AL011976,            UAMED,19760525,600, SS,34.8,72,45,996
AL011976,            UAMED,19760525,1200, SS,35.5,69.5,40,998
AL011976,            UAMED,19760525,1800, SS,36,67,40,998
AL021976,            UAMED,19760607,600, TD,26.8,79,20,-999
AL021976,            UAMED,19760607,1200, TD,28,78.5,25,-999
AL021976,            UAMED,19760607,1800, TD,29.2,78.1,30,-999
AL021976,            UAMED,19760608,0, TD,30.5,77.7,30,-999
AL021976,            UAMED,19760608,600, TD,31.8,77.4,30,-999
AL021976,            UAMED,19760608,1200, TD,33,77,30,-999
AL021976,            UAMED,19760608,1800, TD,34.5,75.2,30,-999
AL021976,            UAMED,19760609,0, TD,36,73.3,30,-999
AL021976,            UAMED,19760609,600, TD,37.5,71.4,25,-999
AL021976,            UAMED,19760609,1200, TD,39,69.5,20,-999
AL031976,            UAMED,19760611,1200, TD,26.5,81,20,-999
AL031976,            UAMED,19760611,1800, TD,28.2,78.5,25,-999
AL031976,            UAMED,19760612,0, TD,30,76.2,30,-999
AL031976,            UAMED,19760612,600, TD,31.8,73.8,30,-999
AL031976,            UAMED,19760612,1200, TD,33.5,71.5,25,-999
AL031976,            UAMED,19760612,1800, TD,35.2,69.2,20,-999
AL041976,            UAMED,19760720,1200, TD,31,72,20,-999
AL041976,            UAMED,19760720,1800, TD,31.5,72.1,25,-999
AL041976,            UAMED,19760721,0, TD,32,72.3,25,-999
AL041976,            UAMED,19760721,600, TD,32.5,72.4,25,-999
AL041976,            UAMED,19760721,1200, TD,33,72.5,25,-999
AL041976,            UAMED,19760721,1800, TD,33.3,72.2,25,-999
AL041976,            UAMED,19760722,0, TD,33.5,71.8,25,-999
AL041976,            UAMED,19760722,600, TD,33.7,71.4,20,-999
AL041976,            UAMED,19760722,1200, TD,34,71,20,-999
AL051976,            UAMED,19760723,1200, TD,10.5,24,20,-999
AL051976,            UAMED,19760723,1800, TD,10.4,25.5,25,-999
AL051976,            UAMED,19760724,0, TD,10.3,27,25,-999
AL051976,            UAMED,19760724,600, TD,10.2,28.5,25,-999
AL051976,            UAMED,19760724,1200, TD,10,30.8,25,-999
AL051976,            UAMED,19760724,1800, TD,10.5,32,20,-999
AL061976,               AA,19760728,1800, SD,28,52.3,20,1015
AL061976,               AA,19760729,0, SD,28,51.3,20,-999
AL061976,               AA,19760729,600, SD,28,50.3,20,-999
AL061976,               AA,19760729,1200, SD,28,49.3,25,1012
AL061976,               AA,19760729,1800, SD,28,48.1,25,-999
AL061976,               AA,19760730,0, SD,28.3,45.6,30,1005
AL061976,               AA,19760730,600, SS,29.8,42,35,999
AL061976,               AA,19760730,1200, SS,30.1,39.9,40,-999
AL061976,               AA,19760730,1800, TS,30.5,37.7,40,-999
AL061976,               AA,19760731,0, TS,31.3,35.7,40,-999
AL061976,               AA,19760731,600, TS,31.9,33.6,40,-999
AL061976,               AA,19760731,1200, TS,32.5,31.5,40,-999
AL061976,               AA,19760731,1800, TS,33.2,29.4,40,-999
AL061976,               AA,19760801,0, TS,33.9,27.1,35,-999
AL061976,               AA,19760801,600, TS,35,24.9,35,-999
AL061976,               AA,19760801,1200, EX,36.3,23.2,35,-999
AL061976,               AA,19760801,1800, EX,37.8,21.8,35,-999
AL061976,               AA,19760802,0, EX,39.2,20.9,35,-999
AL061976,               AA,19760802,600, EX,40.6,20.3,40,-999
AL061976,               AA,19760802,1200, EX,42.1,20.5,45,-999
AL061976,               AA,19760802,1800, EX,42.7,21,40,1004
AL061976,               AA,19760803,0, EX,42.8,21.9,35,-999
AL061976,               AA,19760803,600, EX,42.7,22.8,35,-999
AL061976,               AA,19760803,1200, EX,42.5,23.7,30,1006
AL061976,               AA,19760803,1800, EX,41.9,24.9,30,-999
AL061976,               AA,19760804,0, EX,41.2,25.9,30,-999
AL061976,               AA,19760804,600, EX,40.4,26.7,30,-999
AL061976,               AA,19760804,1200, EX,39.5,27.5,30,1008
AL061976,               AA,19760804,1800, EX,38.5,28.1,30,-999
AL061976,               AA,19760805,0, EX,38,28.1,30,-999
AL061976,               AA,19760805,600, EX,37.5,27.7,30,-999
AL061976,               AA,19760805,1200, EX,37.4,27.3,25,1012
AL061976,               AA,19760805,1800, EX,37.4,26.7,25,-999
AL061976,               AA,19760806,0, EX,37.5,26.3,25,-999
AL061976,               AA,19760806,600, EX,37.6,25.6,25,-999
AL061976,               AA,19760806,1200, EX,37.9,25.1,25,1015
AL061976,               AA,19760806,1800, EX,38.2,24.6,25,-999
AL071976,              BELLE,19760806,600, TD,26,72.8,25,1012
AL071976,              BELLE,19760806,1200, TD,26.3,73,25,1012
AL071976,              BELLE,19760806,1800, TD,26,73.4,30,1009
AL071976,              BELLE,19760807,0, TS,25.6,73.2,40,1005
AL071976,              BELLE,19760807,600, TS,26,73.2,45,1000
AL071976,              BELLE,19760807,1200, TS,26.2,73.7,55,993
AL071976,              BELLE,19760807,1800, HU,26.6,74.2,70,985
AL071976,              BELLE,19760808,0, HU,26.9,74.6,80,972
AL071976,              BELLE,19760808,600, HU,27.4,75.1,90,962
AL071976,              BELLE,19760808,1200, HU,28.1,75.1,95,959
AL071976,              BELLE,19760808,1800, HU,29.5,75.3,100,958
AL071976,              BELLE,19760809,0, HU,30.9,75.3,105,957
AL071976,              BELLE,19760809,600, HU,32.5,75.2,105,959
AL071976,              BELLE,19760809,1200, HU,34.4,74.7,95,963
AL071976,              BELLE,19760809,1800, HU,36.6,74.2,90,970
AL071976,              BELLE,19760810,0, HU,38.8,73.8,80,977
AL071976,              BELLE,19760810,600, TS,41,73.2,60,983
AL071976,              BELLE,19760810,1200, TS,42.6,72.4,35,992
AL081976,             DOTTIE,19760818,0, TD,26,84,20,1010
AL081976,             DOTTIE,19760818,600, TD,25.3,83.3,20,-999
AL081976,             DOTTIE,19760818,1200, TD,24.7,82.7,20,1009
AL081976,             DOTTIE,19760818,1800, TD,24.5,82.5,20,-999
AL081976,             DOTTIE,19760819,0, TD,24.6,82.2,25,-999
AL081976,             DOTTIE,19760819,600, TD,24.8,82,30,1003
AL081976,             DOTTIE,19760819,1200, TS,25,81.7,35,-999
AL081976,             DOTTIE,19760819,1800, TS,26.6,80.1,35,1006
AL081976,             DOTTIE,19760820,0, TS,28.2,80,40,-999
AL081976,             DOTTIE,19760820,600, TS,29.6,80,45,996
AL081976,             DOTTIE,19760820,1200, TS,30.6,80,40,999
AL081976,             DOTTIE,19760820,1800, TS,32,80,35,1005
AL081976,             DOTTIE,19760821,0, TS,33,80,35,1005
AL081976,             DOTTIE,19760821,600, TD,33.3,80,25,1010
AL081976,             DOTTIE,19760821,1200, TD,33.5,80,20,1015
AL091976,            CADICE,19760818,1200, TD,31.7,68.2,30,1007
AL091976,            CADICE,19760818,1800, TS,33.4,67.5,35,1003
AL091976,            CADICE,19760819,0, TS,35.2,66.4,40,996
AL091976,            CADICE,19760819,600, TS,36.7,65.7,40,-999
AL091976,            CADICE,19760819,1200, TS,37.7,65,40,-999
AL091976,            CADICE,19760819,1800, TS,38.2,64,40,999
AL091976,            CADICE,19760820,0, TS,38.8,63.7,35,1005
AL091976,            CADICE,19760820,600, TS,39.7,63.3,35,1005
AL091976,            CADICE,19760820,1200, TS,40.2,62,35,-999
AL091976,            CADICE,19760820,1800, TS,40.8,61,40,997
AL091976,            CADICE,19760821,0, TS,41.1,59.8,40,-999
AL091976,            CADICE,19760821,600, HU,41.2,59.3,65,993
AL091976,            CADICE,19760821,1200, HU,41,59,65,989
AL091976,            CADICE,19760821,1800, HU,40.5,58.7,65,-999
AL091976,            CADICE,19760822,0, HU,40.3,58.2,65,-999
AL091976,            CADICE,19760822,600, HU,40.8,57.8,70,-999
AL091976,            CADICE,19760822,1200, HU,41,57,70,-999
AL091976,            CADICE,19760822,1800, HU,41.3,56.4,80,964
AL091976,            CADICE,19760823,0, HU,41.7,55.5,80,-999
AL091976,            CADICE,19760823,600, HU,42.4,54.3,80,-999
AL091976,            CADICE,19760823,1200, HU,43.1,53.2,80,-999
AL091976,            CADICE,19760823,1800, HU,44.4,51.2,80,971
AL091976,            CADICE,19760824,0, HU,45.9,48.7,80,-999
AL091976,            CADICE,19760824,600, HU,47.3,45.5,65,-999
AL091976,            CADICE,19760824,1200, HU,49.9,42.8,65,-999
AL101976,               EMMY,19760820,1200, TD,14,48,20,1012
AL101976,               EMMY,19760820,1800, TD,14,49.3,20,-999
AL101976,               EMMY,19760821,0, TD,14,50.6,20,-999
AL101976,               EMMY,19760821,600, TD,14.1,51.8,20,-999
AL101976,               EMMY,19760821,1200, TD,14.4,52.8,25,1012
AL101976,               EMMY,19760821,1800, TD,14.8,53.5,25,-999
AL101976,               EMMY,19760822,0, TD,15.2,54.2,25,1010
AL101976,               EMMY,19760822,600, TD,15.8,55.2,30,1009
AL101976,               EMMY,19760822,1200, TS,16.2,56,35,1006
AL101976,               EMMY,19760822,1800, TS,17,57.2,40,1004
AL101976,               EMMY,19760823,0, TS,17.8,58.6,45,-999
AL101976,               EMMY,19760823,600, TS,18.6,60,50,997
AL101976,               EMMY,19760823,1200, TS,19.4,61,55,-999
AL101976,               EMMY,19760823,1800, TS,20.2,62,55,996
AL101976,               EMMY,19760824,0, TS,21.3,63.2,55,998
AL101976,               EMMY,19760824,600, TS,22.7,64,55,999
AL101976,               EMMY,19760824,1200, TS,23.8,64.5,55,999
AL101976,               EMMY,19760824,1800, TS,24.5,64.8,60,995
AL101976,               EMMY,19760825,0, TS,25.3,64.2,60,-999
AL101976,               EMMY,19760825,600, TS,26,63.4,60,991
AL101976,               EMMY,19760825,1200, HU,26.5,62.1,65,990
AL101976,               EMMY,19760825,1800, HU,26.6,60.4,65,991
AL101976,               EMMY,19760826,0, HU,26.8,59,70,988
AL101976,               EMMY,19760826,600, HU,27,57.8,75,984
AL101976,               EMMY,19760826,1200, HU,27.2,56.2,80,980
AL101976,               EMMY,19760826,1800, HU,27.7,54.8,85,976
AL101976,               EMMY,19760827,0, HU,28.9,53.6,85,-999
AL101976,               EMMY,19760827,600, HU,29.8,53.4,85,-999
AL101976,               EMMY,19760827,1200, HU,30.9,53.7,85,975
AL101976,               EMMY,19760827,1800, HU,31.8,54,85,-999
AL101976,               EMMY,19760828,0, HU,32.5,55.2,85,-999
AL101976,               EMMY,19760828,600, HU,33,56,85,-999
AL101976,               EMMY,19760828,1200, HU,33.5,56.6,85,975
AL101976,               EMMY,19760828,1800, HU,34,57.2,85,-999
AL101976,               EMMY,19760829,0, HU,34.4,57.4,85,-999
AL101976,               EMMY,19760829,600, HU,34.8,57.4,85,-999
AL101976,               EMMY,19760829,1200, HU,35,56.8,90,974
AL101976,               EMMY,19760829,1800, HU,35,55.5,90,-999
